onset	duration	trial_type	sample	value
40.0	5.0	speech_window	40960	正義感あふれる性格誘導
45.0	5.0	speech_window	46080	当初IF痩せが編みを渦目からの四角と勘違いで
50.0	5.0	speech_window	51200	勘違いしてしまう
60.0	5.0	speech_window	61440	昔の話題になると
65.0	5.0	speech_window	66560	お祈りします
70.0	5.0	speech_window	71680	自分の世界に入ってしまう時には暴れることさえあった
80.0	5.0	speech_window	81920	消化道弁当の
85.0	5.0	speech_window	87040	発明者としても有名である
95.0	5.0	speech_window	97280	3人より検証
100.0	5.0	speech_window	102400	法案により検証しようとする理念
105.0	5.0	speech_window	107520	はい
110.0	5.0	speech_window	112640	緩和団
125.0	5.0	speech_window	128000	しようとする臨済衆は疑問を抱きつつ座禅することにより
130.0	5.0	speech_window	133120	悟りに至る、感和善の立場を取る、
145.0	5.0	speech_window	148480	アイデアルポールとの生活は穏やかでムースの心も和む
155.0	5.0	speech_window	158720	水をかけられると命にかかわらず
160.0	5.0	speech_window	163840	熱湯もアウトだがバケツいっぱいぶら下がって
165.0	5.0	speech_window	168960	自分なら平気らしい
170.0	5.0	speech_window	174080	魔族の女性は膝下まで届くスカートを着用する
185.0	5.0	speech_window	189440	動員数が増えた場合は、ほとぼりが冷めるまでそのエリアに近づかないようにしてください。
190.0	5.0	speech_window	194560	その間は他エリアの警備が手薄になる場合もあります。
205.0	5.0	speech_window	209920	ユニクロン打倒後はベクターシグマの命令により
210.0	5.0	speech_window	215040	新たなグレートコンボイに任命される
225.0	5.0	speech_window	230400	人間に憤したドキンちゃんと共に
230.0	5.0	speech_window	235520	おなどのご馳走になるが三昇君が三昇を振りかけた
235.0	5.0	speech_window	240640	クシャミをした拍子に椅子から転げ落ちて
240.0	5.0	speech_window	245760	変装がバレてしまった
255.0	5.0	speech_window	261120	ディーゼルエンジンの溶石あたりの低出力を
260.0	5.0	speech_window	266240	波及ターボチャージャーターボコンパウンドの
265.0	5.0	speech_window	271360	などって補うと添加装置の単純さが相殺され
270.0	5.0	speech_window	276480	高コストになる
275.0	5.0	speech_window	281600	ハモし出す雰囲気は常にキスを威風させる
285.0	5.0	speech_window	291840	廃墟と化した
290.0	5.0	speech_window	296960	街に住んでいた少女が 機銃化したものと思われる
320.0	5.0	speech_window	327680	世界年月の間にはいくつものダム湖が作られ、これによって岸辺の
325.0	5.0	speech_window	332800	総園長が慎重し、食物を摂る範囲が増えることが
370.0	5.0	speech_window	378880	種としての動力を化学と結びつける病史
375.0	5.0	speech_window	384000	大半が樹木で覆われた甲板には
380.0	5.0	speech_window	389120	ところどころに大型保線と同程度の大きさの横を
