onset	duration	trial_type	sample	value
0.0	5.0	speech_window	0	第4章 障害心
5.0	5.0	speech_window	5120	フランス革命は自給戦争から決戦戦争、横対戦術、
10.0	5.0	speech_window	10240	三平占術に代わる大きな変革でありました。
15.0	5.0	speech_window	15360	日本ではちょうど明治維新時代がそれであります。
20.0	5.0	speech_window	20480	第1章
25.0	5.0	speech_window	25600	戦術から戦闘軍の戦術に変化し、本日は
30.0	5.0	speech_window	30720	フランス革命以後最大の革新時代に入り
35.0	5.0	speech_window	35840	現に革新が進行中でありますすなわち
40.0	5.0	speech_window	40960	第2次大会
45.0	5.0	speech_window	46080	新しい時代が来たように考える人が多いのですが、
50.0	5.0	speech_window	51200	第1次欧州大戦によって展開された自由主義から
55.0	5.0	speech_window	56320	はい
60.0	5.0	speech_window	61440	障害心は日本だけの問題ではありません。
65.0	5.0	speech_window	66560	本当に、法和の庶民族の力を総合的に発揮して、
70.0	5.0	speech_window	71680	♪
75.0	5.0	speech_window	76800	完了するのであります明治維新の願目が
80.0	5.0	speech_window	81920	復古にあったか如く 廃藩置県にあったか如く
85.0	5.0	speech_window	87040	マンスフューチ
90.0	5.0	speech_window	92160	はい
95.0	5.0	speech_window	97280	東亜連盟の結成を中心問題
100.0	5.0	speech_window	102400	障害心のためには2つのことが大事であります
105.0	5.0	speech_window	107520	47項の図3章第1は東洋民族の
110.0	5.0	speech_window	112640	新しい道徳の創造でありますちょうど我々が明治
115.0	5.0	speech_window	117760	この時期の中心で、藩公に対する忠誠から天皇に対する忠誠に立ち返ることができる。
120.0	5.0	speech_window	122880	帰ったごとく東亜連盟を結成するためには
125.0	5.0	speech_window	128000	「民族の闘争」「東亜諸国の対立」から「民族の共和」
130.0	5.0	speech_window	133120	大和の諸国家の本当の結合という新しい道徳を生み出して
135.0	5.0	speech_window	138240	その中核の問題は、満足している人たちの中核の問題です。
140.0	5.0	speech_window	143360	「三州建国」の精神である民族共和の実現にあります。
145.0	5.0	speech_window	148480	この精神、この気持ちが最も大切であります。
150.0	5.0	speech_window	153600	我々の相手になるものに劣らぬ物質力を作り上げなければ
155.0	5.0	speech_window	158720	この立ち遅れた当話がヨーロッパまたは
160.0	5.0	speech_window	163840	米国は米国の生産力以上の生産力を持たなければならない
165.0	5.0	speech_window	168960	以上の現地からすれば
170.0	5.0	speech_window	174080	現代の国策は、東亜連盟の結成と生産力、
175.0	5.0	speech_window	179200	大拡充という2つが重要な問題をなしております
180.0	5.0	speech_window	184320	はい
185.0	5.0	speech_window	189440	はい
190.0	5.0	speech_window	194560	この方式ではダメです。なんとかして西洋人の及ばぬ大きな産業化、
195.0	5.0	speech_window	199680	能力を発揮しなければならないのであります この頃亀井
200.0	5.0	speech_window	204800	菅一郎氏のナチス国防経済論という書物を読んで
205.0	5.0	speech_window	209920	非常に心を打たれましたドイツは原料が足りない
210.0	5.0	speech_window	215040	はい
215.0	5.0	speech_window	220160	20年この方、特に10年この方、ドイツにおいて、
220.0	5.0	speech_window	225280	第2産業革命が発生しているというのです
225.0	5.0	speech_window	230400	私にはよくは理屈がわかりませんが、要するに常に理屈がわかりません。
230.0	5.0	speech_window	235520	電気化学
235.0	5.0	speech_window	240640	はい
240.0	5.0	speech_window	245760	その束縛から免れてあらゆるものが容易に生産されるに
245.0	5.0	speech_window	250880	第2位
250.0	5.0	speech_window	256000	それに対する確信があってこそ、本土は今後の状況を変えることになります。
255.0	5.0	speech_window	261120	ドイツが大戦争に突進できたのであろうと思います
260.0	5.0	speech_window	266240	♪
265.0	5.0	speech_window	271360	皆さんを見ると、みな秀才のような顔をしております。
270.0	5.0	speech_window	276480	断然我々の全知能を総動員して
275.0	5.0	speech_window	281600	ドイツの科学の進歩産業の発達を追い越して最新の科学を発信する
280.0	5.0	speech_window	286720	最優秀の産業力を迅速に獲得しなきゃいけない。
285.0	5.0	speech_window	291840	風邸はならないのでありますこれが我々の
290.0	5.0	speech_window	296960	国策の最重要条件でなければなりませんドイツに先んじて
295.0	5.0	speech_window	302080	もろんアメリカに先んじて我々の産業大革命を強行するのであります
300.0	5.0	speech_window	307200	この産業大革命は2つの方向に作用を及ぼすと思う。
305.0	5.0	speech_window	312320	一つは破壊的であります一つは建設的であります
310.0	5.0	speech_window	317440	破壊的とは何かというと我々はもうすでに30年後の
315.0	5.0	speech_window	322560	世界最後の決勝戦に向かっているのでありますが、今持っている
320.0	5.0	speech_window	327680	はい
325.0	5.0	speech_window	332800	♪
330.0	5.0	speech_window	337920	また一挙に敵に殲滅的打撃を与える形状が
335.0	5.0	speech_window	343040	決戦兵器ができなければなりませんこの産業革命によって
340.0	5.0	speech_window	348160	ドイツの今後の新兵器なんか比較にならない踊るべきだ
345.0	5.0	speech_window	353280	第2章です。
350.0	5.0	speech_window	358400	10年後の決勝戦に必勝の態勢を整えるのであります。
355.0	5.0	speech_window	363520	ドイツが本当に戦争の準備をして 数年にしかなりません
360.0	5.0	speech_window	368640	皆さんに20年の時間を与えます。十分でしょう。いや、余りすぎて
365.0	5.0	speech_window	373760	困るではありませんかもう一つ
370.0	5.0	speech_window	378880	建設の方面であります。破壊も単純な破壊ではありません。
375.0	5.0	speech_window	384000	最後の大決勝戦で世界の人口は半分に
380.0	5.0	speech_window	389120	これは、
385.0	5.0	speech_window	394240	大きく見ると建設的であります同時に産業革命の美しい
390.0	5.0	speech_window	399360	建設の方面は原料の束縛から離れて必要しない
395.0	5.0	speech_window	404480	私は
400.0	5.0	speech_window	409600	水や空気は喧嘩の種になりません。
405.0	5.0	speech_window	414720	水喧嘩は時々ありますが、空気喧嘩をして殴り合ったという。
410.0	5.0	speech_window	419840	必要なものは何でも驚くべき3つです。
415.0	5.0	speech_window	424960	漫業革命でどしどし作ります。持たざる国と持てる国の
420.0	5.0	speech_window	430080	区別がなくなり、必要なものは何でもできることになるのです。
425.0	5.0	speech_window	435200	しかしこの大事業を貫くものは建国の精神
430.0	5.0	speech_window	440320	日本国体の精神による信仰の統一であります
435.0	5.0	speech_window	445440	政治的に世界が一つになり、偽装信仰が統一され、
440.0	5.0	speech_window	450560	♪
445.0	5.0	speech_window	455680	喧嘩してまで争わなければならないことがなくなります
450.0	5.0	speech_window	460800	そこで真の世界の統一すなわち八甲一部が
455.0	5.0	speech_window	465920	初めて実現するであろうと考える次第でありますもう病気は
460.0	5.0	speech_window	471040	はなくなります今の医術はまだ 極めて能力が低いのですが
465.0	5.0	speech_window	476160	本当の科学の進歩は病気をなくして不老不死の意味を実現するでしょう
470.0	5.0	speech_window	481280	それで東亜連盟協会の商売新論には
475.0	5.0	speech_window	486400	昭和維新の目標として約30年内外に決勝戦が
480.0	5.0	speech_window	491520	20年を目標にして、東亜連盟の生産力を
485.0	5.0	speech_window	496640	西洋文明を代表するものに匹敵するものにしなければ
490.0	5.0	speech_window	501760	これを経済建設の目標にしているのであります
495.0	5.0	speech_window	506880	この検知からある検員者が米州の20年後の生産
500.0	5.0	speech_window	512000	能力を検討してみたところによりますとそれは
505.0	5.0	speech_window	517120	驚くべき数量に達するのであります詳しい数は
510.0	5.0	speech_window	522240	記憶しておりませんが大体の検討は鋼や油は年間
515.0	5.0	speech_window	527360	石炭数億トン石炭に至っては数十億トンを使用することと
520.0	5.0	speech_window	532480	とても今のような地下資源を使ってやるところの文明の方式で
525.0	5.0	speech_window	537600	20年後には完全に行き詰まりですこの検知からも
530.0	5.0	speech_window	542720	人類の全死傷
535.0	5.0	speech_window	547840	に終わらんとするという観察は
540.0	5.0	speech_window	552960	極めて合理的であると思われるのであります
