onset	duration	trial_type	sample	value
0.0	5.0	speech_window	0	あの時のこと覚えてる?
5.0	5.0	speech_window	5120	これインセクト昆虫ですねなんだ急に
10.0	5.0	speech_window	10240	放送当日の対応はどうなっていたのでしょうか
15.0	5.0	speech_window	15360	だからそれを示すことができたっていう自分が
20.0	5.0	speech_window	20480	♪
25.0	5.0	speech_window	25600	友達がいるっていうことにもすごく感謝したいなっていう風に
30.0	5.0	speech_window	30720	それはちょっと小さな奇跡認定は厳しいです。
35.0	5.0	speech_window	35840	「悲しいか。じゃあ」
40.0	5.0	speech_window	40960	前回の銅メダリストです。
45.0	5.0	speech_window	46080	航空を飛べるということで奥多摩町での今回のレベル4の飛行で
50.0	5.0	speech_window	51200	具体的にどういうものだったんでしょうか
55.0	5.0	speech_window	56320	今朝の一面ですお邪魔します
60.0	5.0	speech_window	61440	ピースを外国に持っていこうか交差点を左に
65.0	5.0	speech_window	66560	曲がったところちなみにミライさんも栃木の研修で
70.0	5.0	speech_window	71680	青馬の加工技術を習得 奇跡の町と呼ばれる
75.0	5.0	speech_window	76800	岡山県の浪町を視察しました
80.0	5.0	speech_window	81920	空への憧れを持った舞が大学生になって出会うのです。
85.0	5.0	speech_window	87040	人力飛行サークルのなにわバードマン
90.0	5.0	speech_window	92160	建築家の先生が近くに住んでいらっしゃるって
95.0	5.0	speech_window	97280	上体を前に倒して背の運動です
100.0	5.0	speech_window	102400	ちょっとやってみますかどれも食べたことなかった
105.0	5.0	speech_window	107520	はいそれでははいそして16番
110.0	5.0	speech_window	112640	第1番スタート大好き芸人こがけんですけど
115.0	5.0	speech_window	117760	なかなか機会がなくてさあ残り1分20と
120.0	5.0	speech_window	122880	どこ見ても丸みがないもんな別々に歩いてるけど
125.0	5.0	speech_window	128000	じゃあどういうスイーツを一体販売したらいいんだろう
130.0	5.0	speech_window	133120	どういうのが人気あるんだろうっていうのを私は知りたくて
135.0	5.0	speech_window	138240	今流行っているスイーツとか人気のスイーツを年代別で集計して
140.0	5.0	speech_window	143360	したものが必要かなって思っています
145.0	5.0	speech_window	148480	例えば、狛えとか強盗に関するワードがもしかすると
150.0	5.0	speech_window	153600	記録があるということ多分幼稚園とかで
155.0	5.0	speech_window	158720	よく虫捕り好きな子とかいると思うんですけど僕もそういう
160.0	5.0	speech_window	163840	何か好きすぎて食べずにはいられなかったんじゃないですかね
165.0	5.0	speech_window	168960	これはミルフィーユいないいないば
170.0	5.0	speech_window	174080	空気が一瞬で温められて爆発的に膨張したときに
175.0	5.0	speech_window	179200	地元の島
180.0	5.0	speech_window	184320	今の真珠湾攻撃のすでに大岡様にも
185.0	5.0	speech_window	189440	お届け済み
190.0	5.0	speech_window	194560	お助けたいと願う慈悲の心が届いたからこちら
195.0	5.0	speech_window	199680	加藤さんたちが行ったものなんですが
200.0	5.0	speech_window	204800	都内の実際の地域をモデルに避難行動を分析したものです
205.0	5.0	speech_window	209920	この赤い地点というのが出荷点、そして動きの地点です。
210.0	5.0	speech_window	215040	動いている青い点が避難しようとする人どうしたんだよ
215.0	5.0	speech_window	220160	届くのか?10位以内なら正解1つにつき5ポイント
220.0	5.0	speech_window	225280	これからも皆さんからのイラストやメッセージを紹介します
225.0	5.0	speech_window	230400	いや、うまいこれ
230.0	5.0	speech_window	235520	このペロペロの感じが全然
235.0	5.0	speech_window	240640	舐めれてなかったですけどね美味しかったせっかく
240.0	5.0	speech_window	245760	中野選手のヘッドスライディングもちょっと近くで見ていいですか?
245.0	5.0	speech_window	250880	肉食散歩の時も着ているイメージがあります
255.0	5.0	speech_window	261120	あれが今日のおやつ?
260.0	5.0	speech_window	266240	裁判所も私が弁護士として
265.0	5.0	speech_window	271360	♪
270.0	5.0	speech_window	276480	♪
275.0	5.0	speech_window	281600	60mということで
280.0	5.0	speech_window	286720	え?
285.0	5.0	speech_window	291840	昨日のニュースをお伝えしましたここで一段落とみて
290.0	5.0	speech_window	296960	大場に展開するかそれとも続けて妻が出会って
295.0	5.0	speech_window	302080	間もない人とあんな風に打ち解けているの初めて見たんだ
300.0	5.0	speech_window	307200	簡単に考えないでくださいよ
305.0	5.0	speech_window	312320	近いところに蹴ってきたこの中にはいませんか
310.0	5.0	speech_window	317440	あまり時間がないどれにするか
315.0	5.0	speech_window	322560	ご視聴ありがとうございました
320.0	5.0	speech_window	327680	にわか雨があっても気温は30度前後と
325.0	5.0	speech_window	332800	♪
330.0	5.0	speech_window	337920	♪
335.0	5.0	speech_window	343040	猫の日、猫の日ということで猫の日関連が上位を独占して
340.0	5.0	speech_window	348160	大いに盛り上がったんです。 真野さんおめでとう!
345.0	5.0	speech_window	353280	この気持ちが少しでも見ている方に伝わったらいいなと思います
350.0	5.0	speech_window	358400	どうやらコロナによって旅に対する価値観が変化しつつあるようだ
355.0	5.0	speech_window	363520	さらに平成7年には当時の国松工事の
360.0	5.0	speech_window	368640	♪
365.0	5.0	speech_window	373760	日本海側の雪エリアは少しずつ広がりながら
370.0	5.0	speech_window	378880	はい
375.0	5.0	speech_window	384000	いつ起きるか分かりません妻と全く違う死の姿に
380.0	5.0	speech_window	389120	驚愕しますそこに乗せればいいのか
385.0	5.0	speech_window	394240	日曜日の朝になるとバイオ前線は少し北上します
390.0	5.0	speech_window	399360	♪
395.0	5.0	speech_window	404480	この近くに来ても止まりません。取りません。
400.0	5.0	speech_window	409600	♪
405.0	5.0	speech_window	414720	はい
410.0	5.0	speech_window	419840	♪
415.0	5.0	speech_window	424960	大王は夫に可愛がられていた側室霊気を捕まえて
420.0	5.0	speech_window	430080	両手両足を切り落とした上にうふふふふ
425.0	5.0	speech_window	435200	ニラ竹炒めうどんを作ります
430.0	5.0	speech_window	440320	防犯カメラが火災が発生した瞬間を捉えていた
435.0	5.0	speech_window	445440	それでは取説2つ目のまとめですお肉棒です起こします
440.0	5.0	speech_window	450560	群馬県の前橋で昼過ぎに30度を超えるとその周辺が
445.0	5.0	speech_window	455680	♪
450.0	5.0	speech_window	460800	白馬元駐屯地でしたフレームのところを一つ開けて
455.0	5.0	speech_window	465920	実はつい30年ほど前まで
460.0	5.0	speech_window	471040	医学界ではアンチエイジングどころか老化の仕組みすら謎
465.0	5.0	speech_window	476160	その偉業をたたいたのは同学年の羽生結弦
470.0	5.0	speech_window	481280	鋭い爪
475.0	5.0	speech_window	486400	島根県出雲市では午後3時半ごろ車が川に転落したと
480.0	5.0	speech_window	491520	その後の通報がありました。どちらからというと、
485.0	5.0	speech_window	496640	月光仮面の方なんですけどやっぱり朝野は大事
490.0	5.0	speech_window	501760	大注目ですねそういうのもすごいたくさんあったし
495.0	5.0	speech_window	506880	ちょうどその頃はご自身の時はブームは去ってた感じでしたかね
500.0	5.0	speech_window	512000	これおびき寄せてください
505.0	5.0	speech_window	517120	今回は政策の大転換と位置付け
510.0	5.0	speech_window	522240	安保条約締結西米海底安全保障関連法の
515.0	5.0	speech_window	527360	♪
520.0	5.0	speech_window	532480	本田さんにサッカー誘われちゃった
525.0	5.0	speech_window	537600	建物にいた人は全員避難し、怪我人はいませんでした。
530.0	5.0	speech_window	542720	でした またこんなに散らかして
