onset	duration	trial_type	sample	value
0.0	5.0	speech_window	0	累計は145人
5.0	5.0	speech_window	5120	18万人に上り死者も56人に増えています
10.0	5.0	speech_window	10240	これ、木ですよね。それか、これからの飛行機の
15.0	5.0	speech_window	15360	日本
20.0	5.0	speech_window	20480	悲惨なものにするかのどちらかですと
25.0	5.0	speech_window	25600	リズニーピクサー最新作
30.0	5.0	speech_window	30720	マイエレメントと同時上映される短編作品が発表されました
35.0	5.0	speech_window	35840	味濃くてちょっとスパイシーでジャンキーなものがアウト
40.0	5.0	speech_window	40960	ってことですね言いたいことあったら言ってよ
45.0	5.0	speech_window	46080	♪
50.0	5.0	speech_window	51200	ありがたいね。
55.0	5.0	speech_window	56320	デザインや染色に力を入れていたモリス。
60.0	5.0	speech_window	61440	もしくも連覇とはならなかった仙台育英高校の杖校
65.0	5.0	speech_window	66560	この映像は、
70.0	5.0	speech_window	71680	日本勝利はなりませんでし必要なのは
75.0	5.0	speech_window	76800	調べるまとめる伝える力だ
80.0	5.0	speech_window	81920	体格疲労の義に臨みますとここで
85.0	5.0	speech_window	87040	両手で桃を触りながら筋肉の張りをかけます
90.0	5.0	speech_window	92160	当然鍋の後の締め
95.0	5.0	speech_window	97280	高木様のおっしゃるにはねわしは仏像は買ったが
100.0	5.0	speech_window	102400	中野小判までは勝った覚えはない。
105.0	5.0	speech_window	107520	追われている少年シンタと出会い助けを求められる
110.0	5.0	speech_window	112640	憧れだったというニューヨーク勤務こちらも1年目
115.0	5.0	speech_window	117760	ネットソックス 吉田尚正尚は打率リーグ
120.0	5.0	speech_window	122880	そう
125.0	5.0	speech_window	128000	へぇ
130.0	5.0	speech_window	133120	メカニズムをご説明しますそして今炎上している
135.0	5.0	speech_window	138240	2014年に開示したということです。
140.0	5.0	speech_window	143360	はい
145.0	5.0	speech_window	148480	はい
150.0	5.0	speech_window	153600	がその判断をするんじゃなくて 専門家がその判断をして
155.0	5.0	speech_window	158720	保存していくべきだと話されていました浜松出身
160.0	5.0	speech_window	163840	いや、今日はうま味噌を使った野菜4種類、5種類の野菜を作ります。
165.0	5.0	speech_window	168960	ぐらい教えていただきましたけれども本当に万能ですね
170.0	5.0	speech_window	174080	失礼しますそしたらな俺気づいたんだよ
175.0	5.0	speech_window	179200	つまりあなたはサングラス越しにブルーのシャツを見た
180.0	5.0	speech_window	184320	夜間も熱中症の危険性があるため我慢せずに冷静に寝てください。
185.0	5.0	speech_window	189440	寝る際は枕元に
190.0	5.0	speech_window	194560	常温の水を置いて、こまめに水分を補給するなど、
195.0	5.0	speech_window	199680	対策を心がけてくださいしかもサーベさんオートマ限定で
200.0	5.0	speech_window	204800	特急やなんとなんとお守り
205.0	5.0	speech_window	209920	5キロ15分33秒ぐらいですかね
210.0	5.0	speech_window	215040	より日本よりも危険な環境になる人が学びに来るような
215.0	5.0	speech_window	220160	そこにどう対応するかですね迫る
220.0	5.0	speech_window	225280	宣言開始の期限私中学の時塾でお世話に
225.0	5.0	speech_window	230400	VTRでもご紹介しましたが、
230.0	5.0	speech_window	235520	鈴木鈴木というユニット名は2017年にお二人が出場
235.0	5.0	speech_window	240640	♪
240.0	5.0	speech_window	245760	はい
245.0	5.0	speech_window	250880	一番長いところで両サイドから挟んで
250.0	5.0	speech_window	256000	机の上で長さを測ってもらうと分かりやすいと思います。
255.0	5.0	speech_window	261120	ほとんどの方正解ですけどゴッドブレスダイエットのいわゆる
260.0	5.0	speech_window	266240	琉球処分ですそうプークに使われている
265.0	5.0	speech_window	271360	トルコ技協の福島の花農家たちが生産したものなのです
270.0	5.0	speech_window	276480	粘り強さ一つ見せました朝の
