onset	duration	trial_type	sample	value
0.0	5.0	speech_window	0	あ、あ、あ
15.0	5.0	speech_window	15360	他者に対しても、フォースを用いて
20.0	5.0	speech_window	20480	病気などを癒すことができる
35.0	5.0	speech_window	35840	学生寮に入寮しない限り、
40.0	5.0	speech_window	40960	小学科との接触はないに等しい
50.0	5.0	speech_window	51200	母も
55.0	5.0	speech_window	56320	娘を亡くしたことで心を病むが、
60.0	5.0	speech_window	61440	♪
75.0	5.0	speech_window	76800	こうして8つの世界を股にかけての大冒険と
80.0	5.0	speech_window	81920	ピースストーン争奪戦が繰り広げられることとなる
90.0	5.0	speech_window	92160	このことにより粉砕しやすくなり
95.0	5.0	speech_window	97280	食会の形成や演歌を容易にする
110.0	5.0	speech_window	112640	コミナルシストな生き方
115.0	5.0	speech_window	117760	形を提唱し総合色に転属した
140.0	5.0	speech_window	143360	このため、秋には紅葉スポットとしても念頭に
155.0	5.0	speech_window	158720	おやすみなさい
160.0	5.0	speech_window	163840	使い分け、練り方にも工夫を加えることや、
165.0	5.0	speech_window	168960	絵付けの手返しの速さによって 調価が左右される
175.0	5.0	speech_window	179200	途中で交戦同士が絡まる場合もある
185.0	5.0	speech_window	189440	町に破断になったため
190.0	5.0	speech_window	194560	のろう必要がなくなった
200.0	5.0	speech_window	204800	客席には枕の
205.0	5.0	speech_window	209920	簡単な説明があり、数回の練習の後
210.0	5.0	speech_window	215040	話の最中にサンフーの手の合図で
215.0	5.0	speech_window	220160	声を出すなどする
245.0	5.0	speech_window	250880	ちょっとあまり高く飛ばすと、てっぺんのバネに跳ね返されてしまう。
260.0	5.0	speech_window	266240	今は私がバージニア州アルベマール郡のエアーズの
265.0	5.0	speech_window	271360	お母さん墓地に埋葬された
275.0	5.0	speech_window	281600	エミリンスを憎んでいて
280.0	5.0	speech_window	286720	エクリアを打つことに執着している
290.0	5.0	speech_window	296960	フランシェから受け取ったチョコを食べ
295.0	5.0	speech_window	302080	クラスメイトたちに罰を与えて恐怖支配していた
350.0	5.0	speech_window	358400	また他の悪魔たちから過度に威風されていることから、魔界において、
355.0	5.0	speech_window	363520	♪
385.0	5.0	speech_window	394240	足している
390.0	5.0	speech_window	399360	一方イモは皮が分厚く
410.0	5.0	speech_window	419840	下腹の激しいさん
415.0	5.0	speech_window	424960	この感じで羊を的確に誘導して飼けるため
420.0	5.0	speech_window	430080	高い状況判断力
425.0	5.0	speech_window	435200	が発達した
430.0	5.0	speech_window	440320	オープニングの提供クレジット
435.0	5.0	speech_window	445440	ファンの人たちにとっては、
445.0	5.0	speech_window	455680	より剪定作業を説明することができる
460.0	5.0	speech_window	471040	宿命遺伝子はアーブにボトシエの服従をもたらす
470.0	5.0	speech_window	481280	そして元来は宿命遺伝子はアーブにボトシエの服従を強いる
475.0	5.0	speech_window	486400	目的で作られたものである
485.0	5.0	speech_window	496640	箱火鉢には脇に水を入れて、その中に寒凍化物を入れて、
490.0	5.0	speech_window	501760	ぷっくりをつける設備が備わるようになった
560.0	5.0	speech_window	573440	高級なイメージが払拭され一部の高額パッケージツアーは残している
565.0	5.0	speech_window	578560	一般的なパッケージツアーとなっている
580.0	5.0	speech_window	593920	私は自分の
585.0	5.0	speech_window	599040	自分の力で主体的に将来を切り開けるような支援が求められている
605.0	5.0	speech_window	619520	パン全体の白を入れます。
610.0	5.0	speech_window	624640	トップが絡むように留意しながら パンが柔らかくなるまで煮る
620.0	5.0	speech_window	634880	停電症では
625.0	5.0	speech_window	640000	乗馬伝令による定期賞10点
630.0	5.0	speech_window	645120	車の夜で自転車
635.0	5.0	speech_window	650240	自殺者、自殺症などの種類がある
680.0	5.0	speech_window	696320	武人空手は水中でも陸上と変わらない絶大な威力を持ち、
685.0	5.0	speech_window	701440	技によっては水中の方が威力が増すという
705.0	5.0	speech_window	721920	学編の舞台は大学周辺で舞台上では初め
710.0	5.0	speech_window	727040	大学の休憩所や大学近くの喫茶店、研究室など、
715.0	5.0	speech_window	732160	♪
720.0	5.0	speech_window	737280	教会が曖昧になる
725.0	5.0	speech_window	742400	胸は優香に匹敵するほどの強乳
735.0	5.0	speech_window	752640	ひめらぎ主としての手札にたけるも優しすぎる。
740.0	5.0	speech_window	757760	スキルと評判
800.0	5.0	speech_window	819200	通常、肌地盤と長地盤を着用するが、
805.0	5.0	speech_window	824320	長地盤の入りになっている半地盤を1枚を代用として
810.0	5.0	speech_window	829440	裾よけまたは捨ててことどもに着用する
830.0	5.0	speech_window	849920	出動成就の範囲
835.0	5.0	speech_window	855040	早い遅いについてだるま曰く心がすでに道であるものは
840.0	5.0	speech_window	860160	早く心を発して順々に修行を重ねる人は遅く
845.0	5.0	speech_window	865280	両者には100,000万個もの時間帯があります。
850.0	5.0	speech_window	870400	差があるという
875.0	5.0	speech_window	896000	そこは小道と火山でどちらに足を踏み外しても
880.0	5.0	speech_window	901120	でもくっきりと足跡が残ってしまう場所だった
890.0	5.0	speech_window	911360	明確に一定期間対極に
