onset	duration	trial_type	sample	value
5.0	5.0	speech_window	5120	最終戦争が第3問
10.0	5.0	speech_window	10240	最終戦争は遠い将来には起こるかもしれないが
15.0	5.0	speech_window	15360	近々30年内外に起こるとは信じられない
20.0	5.0	speech_window	20480	また、近い将来に最終戦争の来ることは、
25.0	5.0	speech_window	25600	私の確信である33から35項
30.0	5.0	speech_window	30720	東亜と米州との間に行われるでございます。
35.0	5.0	speech_window	35840	あろうということは私の想像である。4044
40.0	5.0	speech_window	40960	最終戦争が30年内外に起こるであろうか
45.0	5.0	speech_window	46080	はい
50.0	5.0	speech_window	51200	もってしては30年内外に起こるとはなかなか考えられない
55.0	5.0	speech_window	56320	しかし最終戦争は実に人類史、歴史の最大観測です。
60.0	5.0	speech_window	61440	この時、世界に超常識的大変化が起こるのです。
65.0	5.0	speech_window	66560	今日までは戦争は主として地上水上の立ち位置
70.0	5.0	speech_window	71680	障害の多い地上戦争の発達が急速に
75.0	5.0	speech_window	76800	いかないことは常識で考えられるがそれが空中
80.0	5.0	speech_window	81920	「御宗に飛躍する時は、まことに経典動地の大変化を生ずるであろう。」
85.0	5.0	speech_window	87040	空中への飛躍は人類数千年の
90.0	5.0	speech_window	92160	尺村が法華経で本門の中心
95.0	5.0	speech_window	97280	すなわち超常識の大法門を解こうとした時
100.0	5.0	speech_window	102400	インド領事船上の石橋上を
105.0	5.0	speech_window	107520	空中に映したのは誠に驚嘆すべき着想ではないか
110.0	5.0	speech_window	112640	数多つ無下の空中への飛躍は地上にアクセクスされます。
115.0	5.0	speech_window	117760	地上戦争の常識では
120.0	5.0	speech_window	122880	この次の戦争の大変化は容易に判断し難い
125.0	5.0	speech_window	128000	戦争術変化の年数が1000年、300年、
130.0	5.0	speech_window	133120	♪
135.0	5.0	speech_window	138240	おそらく50年内外に来るであろうとの水談は
140.0	5.0	speech_window	143360	元よりはなはだ粗雑なものであるが全くのデタラメとは
145.0	5.0	speech_window	148480	常識的には今後30年内外はあまりに
150.0	5.0	speech_window	153600	短いようであるが次の大変化は我らの常識に超越することになる
155.0	5.0	speech_window	158720	♪
160.0	5.0	speech_window	163840	30年内外を否定することはよろしくないと信じて
165.0	5.0	speech_window	168960	もし30年内外に最終戦争が来ると
170.0	5.0	speech_window	174080	50年70年100年後に伸びることがあっても
175.0	5.0	speech_window	179200	国家にとって少しも損害にならないのであるが仮に
180.0	5.0	speech_window	184320	30年後には来ないと考えていたのに実際に来たならば
185.0	5.0	speech_window	189440	容易にならぬこととなるのである
190.0	5.0	speech_window	194560	私は技術・科学の急速な進歩を
195.0	5.0	speech_window	199680	はい
200.0	5.0	speech_window	204800	30年後の最終戦争は必ずしも突飛とは言えないことを
205.0	5.0	speech_window	209920	小論したさらに第一次欧州大戦までは
210.0	5.0	speech_window	215040	世界が数十の政治的単位に分かれていたのがその後
215.0	5.0	speech_window	220160	♪
220.0	5.0	speech_window	225280	4つの政治的単位になろうとする傾向が顕著であり、
225.0	5.0	speech_window	230400	♪
230.0	5.0	speech_window	235520	準決勝の時期がそろそろ終わろうとする
235.0	5.0	speech_window	240640	この急転法をどう見るかまた統制主義を人類に
240.0	5.0	speech_window	245760	人類文化の最高方式のごとく思う人も少なくないようであるが
245.0	5.0	speech_window	250880	私はそれには賛成ができない元来統制主義は
250.0	5.0	speech_window	256000	あまりに窮屈で過度の緊張を要求し安全弁を書く結果
255.0	5.0	speech_window	261120	第4回戦争
260.0	5.0	speech_window	266240	ドイツにおける突撃対象の銃殺、複層刀の脱走と、
265.0	5.0	speech_window	271360	このような党の事件もその傾向を示すものと見るべきである
270.0	5.0	speech_window	276480	はい
275.0	5.0	speech_window	281600	はい
280.0	5.0	speech_window	286720	その最高能率を発揮して戦争に備えるために
285.0	5.0	speech_window	291840	はい
290.0	5.0	speech_window	296960	「絵皿しめるのである」
295.0	5.0	speech_window	302080	私は防制主義は武道選手の決勝
300.0	5.0	speech_window	307200	前の合宿のようなものだと思う
305.0	5.0	speech_window	312320	♪
310.0	5.0	speech_window	317440	「天寿」合宿して緊張したらうんざりせざるを得ない。
315.0	5.0	speech_window	322560	事象直前の短期間にのみ行われるべきものである
320.0	5.0	speech_window	327680	統制主義は人類が本能的に最終戦争を誓しと
325.0	5.0	speech_window	332800	無意識のうちに直感してそれに対する
330.0	5.0	speech_window	337920	合宿生活に入るための産物である最終戦争マルチ
335.0	5.0	speech_window	343040	これまでの数十年は合宿生活が継続するであろう
340.0	5.0	speech_window	348160	この点からも最終戦争は我の
345.0	5.0	speech_window	353280	万全近く迫りつつあるものと 推断する
